,Midoenvelope_ID,whole_plant_seed_wt_g,five_raceme_mass_g,number_of_racemes,Sub Sample,notes,Unnamed: 6,imageFile,imageName,weightMeasured
449,3447,3.7752,0.2846,,0.2283,,,False,3447,
450,3448,2.7504,1.0635,,0.2482,,,True,3448,True
451,3449,0.6118,2.3149,,0.4439,,,True,3449,True
452,3450,1.158,0.0204,,,,,True,3450,True
453,3451,0.0117,0.011,,,,,True,3451,True
454,3452,1.5772,0.0785,,,,,True,3452,True
455,3453,0.2474,0.1461,,,,,True,3453,True
456,3454,2.6321,1.4808,,0.3267,,,True,3454,True
457,3455,1.4549,0.1773,,,,,True,3455,True
458,3456,0.0855,0.0653,,,,,True,3456,True
459,3457,9.2261,0.8931,,0.2587,,,True,3457,True
460,3459,1.1893,0.1874,,,,,True,3459,True
461,3460,0.004,0.0239,,,,,True,3460,True
462,3462,4.6369,1.3192,,0.2617,,,False,3462,
463,3463,1.5818,0.2108,,0.1051,,,True,3463,True
464,3466,1.7529,0.193,,,,,True,3466,True
465,3471,0.4203,0.4161,,,,,True,3471,True
466,3473,2.6457,0.3668,,0.168,,,True,3473,True
467,3474,0.3412,0.0364,,,,,True,3474,True
468,3475,1.195,0.3608,,0.174,,,True,3475,True
469,3476,1.0284,0.1718,,,,,True,3476,True
470,3477,0.4284,0.297,,0.1338,,,True,3477,True
471,3480,0.4214,0.0555,,,,,True,3480,True
472,3487,0.4115,0.1191,,,,,True,3487,True
473,3489,0.3257,0.049,,,,,True,3489,True
474,3499,0.8472,0.2525,,,,,True,3499,True
475,3501,0.7097,0.0277,,,,,True,3501,True
476,3502,0.0384,0.0054,,,,,True,3502,True
477,3503,0.0728,0.0169,,,,,True,3503,True
478,3504,0.1978,0.1362,,,,,True,3504,True
479,3505,4.398,0,,,,,False,3505,
480,3506,0.087,0.0528,,,,,True,3506,True
481,3507,0.8858,0.1435,,,,,True,3507,True
482,3508,0.2439,0.1322,,,,,True,3508,True
483,3509,0.3275,0.0322,,,,,True,3509,True
484,3510,1.319,0.6366,,0.2013,,,False,3510,
485,3511,0.4728,0.2132,,,,,True,3511,True
486,3512,1.3052,0.2001,,,,,True,3512,True
487,3513,0.02,0.0305,,,,,True,3513,True
488,3514,4.0821,0.7623,,0.2373,,,True,3514,True
489,3515,0.8698,0.1662,,,,,True,3515,True
490,3516,0.4729,0.1743,,,,,True,3516,True
491,3517,0.5397,0.8207,,0.2296,,,False,3517,
492,3518,2.1399,0.0858,,,,,True,3518,True
493,3519,0.0566,0.0257,,,,,True,3519,True
494,3520,0.0012,0,,,,,True,3520,True
495,3521,2.9617,0.2924,,,,,True,3521,True
496,3522,0.0057,0.0025,,,,,True,3522,True
497,3523,0.0445,0.925,,0.3579,,,True,3523,True
498,3524,2.2579,0.1207,,,,,True,3524,True
499,3525,0.6709,0.3549,,,,,True,3525,True
500,3526,7.4342,0.5664,,,,,True,3526,True
501,3527,1.6435,0.0327,,,,,True,3527,True
502,3528,2.3632,0.4354,,0.2517,,,True,3528,True
503,3529,1.2803,0.0488,,,,,True,3529,True
504,3530,2.9228,0.0969,,,,,True,3530,True
505,3531,0.279,0.1454,,,,,True,3531,True
506,3532,4.3985,0.2947,,,,,True,3532,True
507,3534,0.9645,0.1091,,,,,True,3534,True
508,3535,2.3463,1.0948,,0.2472,,,True,3535,True
509,3536,3.6524,0.9243,,0.2869,,,True,3536,True
510,3537,5.7597,0.3629,,,,,True,3537,True
511,3538,0.1508,0.6569,,0.2049,,,True,3538,True
512,3539,2.8809,0.1381,,,,,True,3539,True
513,3540,2.2598,0.6803,,0.2091,,,True,3540,True
514,3541,2.2561,0.1101,,,,,True,3541,True
515,3542,2.7242,0.7051,,0.1426,,,True,3542,True
516,3543,1.944,0.1577,,0.1143,,,True,3543,True
517,3544,4.0581,0.5309,,0.2581,,,True,3544,True
518,3545,1.1289,0.3123,,0.2801,,,True,3545,True
519,3546,0.0196,0.0834,,,,,True,3546,True
520,3547,6.3581,0.198,,,,,True,3547,True
521,3548,1.3416,0.1236,,,,,True,3548,True
522,3549,1.863,0.2449,,,,,True,3549,True
523,3550,0.0011,0.0154,,,,,True,3550,True
524,3551,5.6778,1.0857,,,,,True,3551,True
525,3552,0.0282,0,,,,,False,3552,
526,3553,0.6505,0.0571,,0.2747,double,,True,3553,True
527,3553,0.4626,1.2781,,0.2747,double,,True,3553,True
528,3554,0.1236,0.0421,,,,,True,3554,True
529,3555,1.7328,1.1653,,0.3491,,,False,3555,
530,3556,0.0678,0.1634,,,,,True,3556,True
531,3557,1.0752,0.094,,,,,True,3557,True
532,3558,2.2812,0.3935,,0.1833,,,False,3558,
533,3559,2.8258,0.3916,,,,,True,3559,True
534,3560,1.6632,1.0626,,,,,True,3560,True
535,3561,1.3293,0.2914,,,,,True,3561,True
536,3562,3.3325,0.297,,0.1939,,,True,3562,True
537,3563,2.9831,0.5115,,0.1702,,,True,3563,True
538,3564,4.4098,0.5856,,0.2485,,,True,3564,True
539,3565,2.1743,0.4159,,0.1574,,,True,3565,True
540,3566,5.4413,0.0435,,,,,True,3566,True
541,3567,2.2369,0,,,,,True,3567,True
542,3568,0.0069,0.7596,,0.199,,,True,3568,True
543,3569,8.9292,0.922,,,,,True,3569,True
544,3570,0.5366,0.2599,,0.1573,,,True,3570,True
545,3571,0.5115,0.1119,,,,,True,3571,True
546,3572,0.0205,0,,,,,True,3572,True
547,3573,1.3861,0.4219,,,,,True,3573,True
548,3574,0.0809,0.2435,,,,,True,3574,True
549,3575,0.1104,0.0113,,,,,True,3575,True
550,3576,2.6009,0.1874,,,,,True,3576,True
551,3577,2.4614,0.1357,,,,,True,3577,True
552,3578,0.4089,0.0612,,,,,True,3578,True
553,3579,1.9031,0.1183,,,,,True,3579,True
554,3580,0.1071,0.6531,,0.2852,,,True,3580,True
555,3581,0.6992,0.6621,,0.2315,,,True,3581,True
556,3582,3.3686,0.0835,,,,,True,3582,True
557,3583,2.6534,0.0414,,,,,True,3583,True
558,3584,3.4751,0.2949,,0.1978,,,True,3584,True
559,3585,0.0017,0,,,,,True,3585,True
560,3586,1.105,0.192,,,,,True,3586,True
561,3587,0.918,0.21,,,,,True,3587,True
562,3588,2.2548,0.4257,,0.1933,,,True,3588,True
563,3589,2.7916,0.381,,0.219,,,True,3589,True
564,3590,8.6891,0.3537,,0.1511,,,True,3590,True
565,3591,10.0635,0.3402,,,,,True,3591,True
566,3592,11.2973,0.6508,,0.3349,,,False,3592,
567,3593,0.0171,0.0017,,,,,True,3593,True
568,3594,8.0209,0.1183,,,,,True,3594,True
569,3595,2.9826,1.1171,,0.2588,,,True,3595,True
570,3596,12.1363,0.1787,,0.1202,,,True,3596,True
571,3597,4.7825,0.1805,,,,,True,3597,True
572,3598,0.0037,0,,,,,True,3598,True
573,3599,2.4566,0.1771,,,,,True,3599,True
574,3600,3.2769,1.226,,0.2309,,,True,3600,True
575,3601,0.1393,0,,,,,True,3601,True
576,3602,1.5686,0.1378,,,,,True,3602,True
577,3603,4.5,0.1524,,,,,True,3603,True
578,3604,8.2563,0.159,,,,,True,3604,True
579,3605,7.4145,0.0857,,,,,True,3605,True
580,3606,4.945,0.0947,,,,,True,3606,True
581,3607,1.001,0.4289,,0.226,,,True,3607,True
582,3608,6.4054,0.1846,,,,,True,3608,True
583,3609,2.7991,0.2535,,,,,True,3609,True
584,3610,4.1138,0.9782,,0.3096,,,False,3610,
585,3611,5.3987,0.2406,,,,,True,3611,True
586,3612,1.5652,0.0758,,,,,True,3612,True
587,3613,1.0045,0.4748,,0.1664,,,True,3613,True
588,3614,3.2712,0.1427,,,,,True,3614,True
589,3615,4.7651,0.2023,,,,,True,3615,True
590,3616,4.775,0.1357,,,,,True,3616,True
591,3617,1.9493,0.1037,,,,,True,3617,True
592,3618,10.4171,0.8607,,0.2076,,,True,3618,True
593,3619,6.8624,1.0862,,0.2363,,,True,3619,True
594,3620,3.3995,0.33,,,,,True,3620,True
595,3621,2.5592,0.3658,,,,,True,3621,True
596,3622,5.5019,0.8266,,0.2683,,,False,3622,
597,3623,0.0184,0.1989,,,,,True,3623,True
598,3624,6.0849,1.2652,,0.236,,,True,3624,True
599,3625,6.8572,0.1155,,,,,True,3625,True
600,3626,8.5976,0.2476,,,,,True,3626,True
601,3627,3.8982,0.7471,,0.3125,,,True,3627,True
602,3628,0.0382,0.1367,,,,,True,3628,True
603,3629,7.3212,0.8437,,0.1971,,,False,3629,
604,3630,2.873,1.7769,,0.3894,,,True,3630,True
605,3631,0.1369,0.1576,,,,,True,3631,True
606,3632,9.0461,1.1375,,0.3132,,,True,3632,True
607,3633,0.6796,0.105,,,,,True,3633,True
608,3634,1.1432,0.206,,0.1272,,,True,3634,True
609,3635,6.2614,0.1146,,,,,True,3635,True
610,3636,0.261,0.1333,,,,,True,3636,True
611,3637,10.1937,0.7134,,0.2234,,,True,3637,True
612,3638,5.3234,0.1418,,,,,True,3638,True
613,3639,1.0214,0.0262,,,,,True,3639,True
614,3640,2.7394,0.2511,,0.1692,,,True,3640,True
615,3641,7.0318,1.1508,,0.4115,,,True,3641,True
616,3642,3.3996,0.1478,,,,,True,3642,True
617,3643,10.5907,0.5574,,0.187,,,True,3643,True
618,3644,2.6481,0.1719,,,,,True,3644,True
619,3645,3.3278,0.8137,,0.2453,,,True,3645,True
620,3646,6.2012,1.1142,,0.2688,,,True,3646,True
621,3647,0.5144,0.1021,,,,,True,3647,True
622,3648,5.4923,0.2876,,0.1477,,,True,3648,True
623,3649,1.8317,0.1678,,0.1751,,,False,3649,
624,3650,0.2573,0.0875,,,,,True,3650,True
625,3651,0.1573,0.9099,,0.2521,,,True,3651,True
626,3652,0.0045,0,,,,,True,3652,True
627,3653,1.3744,0.9018,,0.3317,,,True,3653,True
628,3654,4.9567,1.2565,,0.2458,,,True,3654,True
629,3655,4.0142,1.0236,,,,,True,3655,True
630,3656,0.5401,0.8543,,,,,True,3656,True
631,3657,2.942,0.0549,,,,,True,3657,True
632,3658,0.0336,0.0614,,,,,True,3658,True
633,3659,3.4893,0.4534,,0.1961,,,True,3659,True
634,3660,10.1512,1.0739,,0.2256,,,True,3660,True
635,3661,0.2818,0.0687,,,,,True,3661,True
636,3662,9.792,0.8274,,,,,False,3662,
637,3663,2.3279,0.1698,,,,,True,3663,True
638,3664,3.1129,0.4239,,0.151,,,True,3664,True
639,3665,6.7187,0.1156,,,,,True,3665,True
640,3666,0.0516,0.0097,1,,,,True,3666,True
641,3667,10.5072,0.7097,,,,,True,3667,True
642,3668,1.5379,0.1551,,,,,True,3668,True
643,3669,5.1978,0.9382,,0.3337,,,True,3669,True
644,3670,6.7998,0.18,,,,,True,3670,True
645,3671,4.0005,0.8641,,0.2734,,,True,3671,True
646,3672,0.2663,0,,,,,False,3672,
647,3673,0.6322,0.0414,,,,,True,3673,True
648,3674,8.3784,0.754,,0.2112,,,True,3674,True
649,3675,0.9531,0.1751,,,,,False,3675,
650,3676,0,0,,0.252,,,True,3676,True
651,3677,0.514,0.8787,,0.3022,,,True,3677,True
652,3678,0.1459,0.3142,,0.1929,,,False,3678,
653,3679,0.0271,0,,,,,True,3679,True
654,3680,0.7203,0.1916,,0.0706,,,True,3680,True
655,3681,0.0621,0.6277,,0.2096,,,True,3681,True
656,3682,0.6917,0.5031,,0.1464,,,True,3682,True
657,3683,3.6795,0.4404,,0.1782,,,True,3683,True
658,3684,0.9044,0.1276,,,,,True,3684,True
659,3685,6.9422,0.6019,,0.2012,,,True,3685,True
660,3686,0.0005,0,,,,,True,3686,True
661,3687,0.0383,0,,,,,True,3687,True
662,3688,3.5399,0.8055,,0.2074,,,True,3688,True
663,3689,1.2831,0.4384,,0.1805,,,True,3689,True
664,3690,0.7324,0.85,,0.3281,,,True,3690,True
665,3691,0.6861,0.1852,,,,,True,3691,True
666,3692,0.2933,0.1531,,,,,True,3692,True
667,3693,1.2846,0.2017,,,,,True,3693,True
668,3694,1.8362,0.9912,,0.3405,,,True,3694,True
669,3695,0,0.0113,,,,,True,3695,True
670,3696,0.0458,0.021,,,,,True,3696,True
671,3697,5.4555,0.6076,,0.3419,,,True,3697,True
672,3698,5.2862,0.9919,,0.2599,,,True,3698,True
673,3699,2.2372,0.7918,,0.2456,,,True,3699,True
674,3700,0.0077,0.0924,,,,,True,3700,True
675,3701,0.0949,0,,,,,True,3701,True
676,3702,0.0084,0,,,,,True,3702,True
677,3703,7.177,0.4972,,0.2013,,,True,3703,True
678,3704,6.2237,1.0003,,0.3281,,,True,3704,True
679,3705,0.9402,0.1416,,,,,True,3705,True
680,3706,0.1909,0.3702,,0.215,,,True,3706,True
681,3707,1.6642,0.3483,,0.139,,,True,3707,True
682,3708,0.0678,0.1797,,,,,True,3708,True
683,3709,2.4566,0.3951,,0.2449,,,True,3709,True
684,3710,7.0686,1.0021,,0.2983,,,True,3710,True
685,3711,5.4126,0.7882,,0.2651,,,True,3711,True
686,3712,2.3363,0.3713,,,,,False,3712,
687,3713,0.0116,0.1441,,,,,True,3713,True
688,3714,1.029,0.5707,,0.2695,,,True,3714,True
689,3715,1.2199,0.3469,,0.1741,,,True,3715,True
690,3716,3.5488,0.598,,0.3774,,,True,3716,True
691,3717,1.0043,0.5727,,0.2923,,,True,3717,True
692,3718,4.4169,0.9473,,0.2328,,,True,3718,True
693,3719,0.3483,0.4166,,0.2054,,,True,3719,True
694,3720,2.4524,0.5926,,0.3076,,,True,3720,True
695,3721,2.5932,0.2341,,,,,True,3721,True
696,3722,1.4524,0.1454,,,,,True,3722,True
697,3723,0.8154,0.0631,,,,,True,3723,True
698,3724,3.1024,0.6469,,0.315,,,True,3724,True
699,3725,4.5482,0.7751,,0.2599,,,False,3725,
700,3726,3.7269,1.623,,0.3488,,,True,3726,True
701,3727,0.4615,0.1706,,,,,True,3727,True
702,3728,0.5141,0.0429,,,,,True,3728,True
703,3729,0.4485,0.0537,,,,,True,3729,True
704,3730,4.1707,0.3963,,0.21,,,True,3730,True
705,3731,0.2468,0.3577,,0.253,,,True,3731,True
706,3732,1.5571,0.6022,,0.188,,,False,3732,
707,3733,2.2704,0.679,,0.125,,,True,3733,True
708,3734,0.1505,0.6793,,0.2222,,,True,3734,True
709,3735,3.7253,0.0729,,,,,True,3735,True
710,3736,0.5473,0.051,,,,,True,3736,True
711,3737,1.8377,0.1252,,,,,True,3737,True
712,3738,8.7541,0.4859,,0.2801,,,True,3738,True
713,3739,0.1251,0.5323,,0.1852,,,True,3739,True
714,3740,2.6983,0.1209,,,,,True,3740,True
715,3741,1.8144,0.027,,,,,True,3741,True
716,3742,0.0534,0.9952,,0.2988,,,True,3742,True
717,3743,0.6897,0.9903,,0.2814,,,False,3743,
718,3744,1.1924,0.4631,,0.236,,,True,3744,True
719,3745,1.3094,0.0295,,,,,True,3745,True
720,3746,0.869,0.0419,,,,,True,3746,True
721,3747,1.731,0.4,,0.2349,,,True,3747,True
722,3748,0.8505,0.8409,,,,,True,3748,True
723,3749,1.3609,0.067,,,,,True,3749,True
724,3750,6.5527,0.2151,,0.2051,,,True,3750,True
725,3751,0.0329,0.0714,,,,,True,3751,True
726,3752,0.0468,0,,,,,True,3752,True
727,3753,0,0,?,,,,True,3753,True
728,3754,1.2055,0.2409,,0.1133,,,True,3754,True
729,3755,2.0017,2.0789,,0.2171,,,True,3755,True
730,3756,0.8416,0.7517,,0.2027,,,True,3756,True
731,3757,4.2888,0.0517,,,,,True,3757,True
732,3758,0.9061,0.388,,0.1959,,,True,3758,True
733,3759,0.4284,0.1456,,,,,True,3759,True
734,3760,0.0075,0.0047,,,,,True,3760,True
735,3761,1.4423,0.4344,,0.1732,,,False,3761,
736,3762,2.5136,0.7812,,0.2569,,,False,3762,
737,3763,0.0479,0.0291,,,,,True,3763,True
738,3764,0.8324,1.1737,,0.2461,,,True,3764,True
739,3765,0.0201,0.0226,2,,,,True,3765,True
740,3766,1.3682,0.3117,,,,,True,3766,True
741,3767,3.5447,0.3747,,0.1569,,,True,3767,True
742,3768,3.8171,1.3571,,0.2631,,,False,3768,
743,3769,2.8758,1.1076,,0.356,,,True,3769,True
744,3770,1.6733,0.3312,,0.1992,,,True,3770,True
745,3771,9.242,0.3029,,0.1852,,,True,3771,True
746,3772,1.4205,1.173,,0.2241,,,True,3772,True
747,3773,0.0874,0.0348,,,,,True,3773,True
748,3774,3.6108,0.7072,,0.2194,,,True,3774,True
749,3775,1.0471,0.3419,,0.2065,,,True,3775,True
750,3776,0.0116,0.339,,0.1904,,,True,3776,True
751,3777,0.4299,0.9312,,0.1899,,,True,3777,True
752,3778,5.1678,0.1015,,,,,True,3778,True
753,3779,4.6494,0.3343,,0.1853,,,True,3779,True
754,3780,0.0172,0.0184,,,,,True,3780,True
755,3781,0.4333,0.0728,,,,,True,3781,True
756,3782,2.6119,0.9632,,,,,True,3782,True
757,3783,2.3937,0.7321,,0.2308,,,True,3783,True
758,3784,0.0596,0.6133,,0.2813,,,True,3784,True
759,3785,1.3289,0.3501,,0.1632,,,True,3785,True
760,3786,0.9317,0.5832,,0.161,,,True,3786,True
761,3787,0.5362,0.1579,,,,,True,3787,True
762,3788,1.004,0.0397,,,,,True,3788,True
763,3789,2.3139,1.096,,0.1856,,,True,3789,True
764,3790,2.1243,0.0149,,,,,True,3790,True
765,3791,1.8146,0.5348,,,,,True,3791,True
766,3792,5.3206,0.2422,,0.1457,,,True,3792,True
767,3793,0.3234,0.5218,,0.2518,,,True,3793,True
768,3794,0.7878,0.304,,0.2067,,,True,3794,True
769,3795,1.179,0.0588,,,,,True,3795,True
770,3796,0.8773,0.1908,,,,,True,3796,True
771,3797,0.486,0.0469,,0.1249,,,True,3797,True
772,3798,3.5975,0.6767,,,,,True,3798,True
773,3799,8.7548,0.465,,0.1693,,,True,3799,True
774,3800,1.0652,0.3037,,0.1669,,,True,3800,True
775,3801,0.542,0.0649,,,,,True,3801,True
776,3802,0.0181,0,,,,,True,3802,True
777,3803,7.9729,0.8153,,0.3557,,,True,3803,True
778,3804,1.1459,0.8248,,0.3259,,,True,3804,True
779,3805,2.57,0.4079,,0.1527,,,True,3805,True
780,3806,0.0056,0.0234,,,,,True,3806,True
781,3807,1.755,0.2378,,0.1809,,,True,3807,True
782,3808,3.8408,0.3262,,0.1691,,,True,3808,True
783,3809,8.984,0.5097,,0.18,,,True,3809,True
784,3810,0.0432,0.008,,,,,True,3810,True
785,3811,1.7115,0.1595,,,,,True,3811,True
786,3812,6.2408,0.2929,,0.1341,,,True,3812,True
787,3813,4.0556,0.5075,,0.2133,,,True,3813,True
788,3814,3.5092,0.333,,0.1692,,,True,3814,True
789,3815,1.1598,0.1912,,0.118,,,True,3815,True
790,3816,1.2809,0.0995,,0.0972,,,True,3816,True
791,3817,0.8014,0.1009,,,,,True,3817,True
792,3818,2.8013,0.2211,,0.1106,,,True,3818,True
793,3819,0.9454,0.4642,,0.2047,,,True,3819,True
794,3820,4.0139,1.8321,,0.2248,0.4601,,True,3820,True
795,3821,0.8467,0.2691,,0.1799,,,True,3821,True
796,3822,8.4502,1.5614,,0.3498,,,True,3822,True
797,3823,2.7013,1.5923,,0.2984,,,True,3823,True
798,3824,0.217,0.1033,,0.1226,,,True,3824,True
799,3825,6.0389,1.1268,,0.3085,,,True,3825,True
800,3826,0.1541,0.0572,,0.0884,,,True,3826,True
801,3827,7.1278,1.1528,,0.2319,,,True,3827,True
802,3828,9.7197,1.3708,,0.4321,,,True,3828,True
803,3829,1.4521,0.4215,,0.1914,,,True,3829,True
804,3830,0.6922,1.1066,,0.4161,,,False,3830,
805,3831,0.1116,0.5596,,0.2158,,,True,3831,True
806,3832,15.0251,1.3134,,0.2843,,,True,3832,True
807,3833,0,0,0,,,,False,3833,
808,3834,15.0713,1.0205,,0.2686,,,True,3834,True
809,3835,0,0,0,,,,True,3835,True
810,3836,1.1429,0.5853,,0.232,,,True,3836,True
811,3837,0.1867,0,,,,,True,3837,True
812,3838,0,0.4815,,0.2448,,,True,3838,True
813,3839,5.2205,1.4581,,0.2169,,,True,3839,True
814,3840,5.5424,0.736,,0.2609,,,True,3840,True
815,3841,3.0483,0.9606,,0.319,,,True,3841,True
816,3842,0.2148,0,,,,,False,3842,
817,3843,0.9134,0.361,,0.2204,,,True,3843,True
818,3844,0.2768,0.2029,,0.1641,,,True,3844,True
819,3845,12.6195,1.4813,,0.8131,,,False,3845,
820,3846,1.3748,0.6671,,0.2636,,,True,3846,True
821,3847,0.0063,0,,,,,True,3847,True
822,3848,6.355,1.2179,,0.2672,,,True,3848,True
823,3849,0.0095,0,,,,,True,3849,True
824,3850,9.4516,0.911,,0.2953,,,True,3850,True
825,3851,0.0159,0,,,,,False,3851,
826,3852,0.0078,0.1113,,,,,False,3852,
827,3853,1.1685,0.8932,,0.2869,,,True,3853,True
828,3854,0.7359,0.1145,,,,,True,3854,True
829,3855,0.0099,0.3307,4,0.1495,,,True,3855,True
830,3856,2.4987,0.687,,,,,False,3856,
831,3857,0.6944,0.1212,,,,,True,3857,True
832,3858,14.8125,1.3438,,0.4684,,,False,3858,
833,3859,0.3945,0.3026,,0.2027,,,True,3859,True
834,3860,0.3911,0.4941,,0.2038,,,True,3860,True
835,3861,7.5381,1.2912,,0.2942,,,True,3861,True
836,3862,0.3469,0.2429,,0.1909,,,True,3862,True
837,3863,0.8332,0.0584,,,,,True,3863,True
838,3864,0.7951,1.7064,,0.3161,,,True,3864,True
839,3865,0.4223,0.089,,,,,True,3865,True
840,3866,7.5191,0.5717,,0.2324,,,True,3866,True
841,3867,0.0147,0,,,,,True,3867,True
842,3868,1.5155,0.4025,,0.1873,,,True,3868,True
843,3869,7.0903,0.7093,,0.2352,,,True,3869,True
844,3870,0.0716,0.1082,,,,,True,3870,True
845,3871,0.0444,0.1582,2,,,,False,3871,
846,3872,1.8677,0.1336,,,,,True,3872,True
847,3873,14.2359,0.9378,,0.2505,,,False,3873,
848,3874,1.1634,0.5055,,0.1734,,,True,3874,True
849,3875,4.174,0.138,,,,,True,3875,True
850,3876,0.0018,0,0,,,,False,3876,
851,3877,0.7319,0.2202,,0.1251,,,True,3877,True
852,3878,0.0021,0.4303,4,,,,True,3878,True
853,3879,0.6102,0.7665,,0.1909,,,True,3879,True
854,3880,0,0,0,,,,False,3880,
855,3881,1.4177,0.2935,,0.1464,,,True,3881,True
856,3882,0.0034,0,,,,,False,3882,
857,3883,6.8026,1.5371,,0.249,,,True,3883,True
858,3884,1.6697,0.1756,,,,,True,3884,True
859,3885,0.0023,0.0045,2,,,,True,3885,True
860,3886,1.141,0.2318,,,,,False,3886,
861,3887,3.3635,1.0797,,0.222,,,True,3887,True
862,3888,0.9243,1.014,,,,,True,3888,True
863,3889,7.9191,1.7569,,0.2382,,,True,3889,True
864,3890,0.006,0.0641,,,,,True,3890,True
865,3891,0.369,1.7799,,0.3999,,,False,3891,
866,3892,0,0,0,,,,False,3892,
867,3893,1.4117,1.3409,,0.2558,,,True,3893,True
868,3894,0.0134,0.0106,,,,,True,3894,True
869,3895,0.3026,1.2373,,0.2861,,,True,3895,True
870,3896,3.4297,1.26,,0.3653,,,True,3896,True
871,3897,0,0.0042,2,,,,False,3897,
872,3898,1.8054,0.9379,,0.2208,,,True,3898,True
873,3899,0.1685,0.1788,,,,,True,3899,True
874,3900,0.7411,0,,,,,True,3900,True
875,3901,0.184,1.4665,,0.3519,,,True,3901,True
876,3902,0.0035,0.9351,,0.2725,,,True,3902,True
877,3903,1.57,0.9909,,0.2462,,,True,3903,True
878,3904,1.0086,0.12,,,,,True,3904,True
879,3905,4.2453,0.4571,,0.1682,,,True,3905,True
880,3906,2.7605,0.1622,,,,,True,3906,True
881,3907,0.5928,1.0861,,0.302,,,True,3907,True
882,3908,4.2014,1.0723,,0.2404,,,True,3908,True
883,3909,0.7272,1.2847,,0.3269,,,True,3909,True
884,3910,0.0928,1.7816,,0.3694,,,True,3910,True
885,3911,0.9738,0.1901,,,,,True,3911,True
886,3912,5.2659,1.3874,,0.2945,,,True,3912,True
